text_clean;text_tokens
nyamanmudahhbanyak diskonyapokonya mempermudah kita saat mau nonton sama orangorang terdekat kita pokoknya ga ribet dehh makasih tix id;['nyamanmudahhbanyak', 'diskonyapokonya', 'mempermudah', 'kita', 'saat', 'mau', 'nonton', 'sama', 'orangorang', 'terdekat', 'kita', 'pokoknya', 'ga', 'ribet', 'dehh', 'makasih', 'tix', 'id']
setiap saya mencoba untuk masuk aplikasinya aplikasinya menampilkan pesan sambungan tidak aman bagaimana solusinya min padahal hp saya baik saja;['setiap', 'saya', 'mencoba', 'untuk', 'masuk', 'aplikasinya', 'aplikasinya', 'menampilkan', 'pesan', 'sambungan', 'tidak', 'aman', 'bagaimana', 'solusinya', 'min', 'padahal', 'hp', 'saya', 'baik', 'saja']
loading tiketnya lama apalagi klo tiket promoan status gak jelas sampai berjamjam aplikasi gak jelas dan sangat buruk;['loading', 'tiketnya', 'lama', 'apalagi', 'klo', 'tiket', 'promoan', 'status', 'gak', 'jelas', 'sampai', 'berjamjam', 'aplikasi', 'gak', 'jelas', 'dan', 'sangat', 'buruk']
aplikasinya sih bagus cuma kalo ga niat kasih promo lebih baik ga usah gimmick gimmick pake mau kasih promo biaya adm masa per tiket sih bukan per transaksi jatuhnya jadi kemahalan kalo beli via tix id mending beli langsung aja deh soalnya ga ada keuntungannya beli lewat tix id;['aplikasinya', 'sih', 'bagus', 'cuma', 'kalo', 'ga', 'niat', 'kasih', 'promo', 'lebih', 'baik', 'ga', 'usah', 'gimmick', 'gimmick', 'pake', 'mau', 'kasih', 'promo', 'biaya', 'adm', 'masa', 'per', 'tiket', 'sih', 'bukan', 'per', 'transaksi', 'jatuhnya', 'jadi', 'kemahalan', 'kalo', 'beli', 'via', 'tix', 'id', 'mending', 'beli', 'langsung', 'aja', 'deh', 'soalnya', 'ga', 'ada', 'keuntungannya', 'beli', 'lewat', 'tix', 'id']
nomer saya yang lama yang terdaftar di tix id sudah tidak aktif lagi setiap melakukan pembayaran kode otp dikirim ke nomer lama saya sudah email cs untuk penggantian nomer tapi kenapa sekarang ribet sekali yamasalah saya sampai saat ini belum clear;['nomer', 'saya', 'yang', 'lama', 'yang', 'terdaftar', 'di', 'tix', 'id', 'sudah', 'tidak', 'aktif', 'lagi', 'setiap', 'melakukan', 'pembayaran', 'kode', 'otp', 'dikirim', 'ke', 'nomer', 'lama', 'saya', 'sudah', 'email', 'cs', 'untuk', 'penggantian', 'nomer', 'tapi', 'kenapa', 'sekarang', 'ribet', 'sekali', 'yamasalah', 'saya', 'sampai', 'saat', 'ini', 'belum', 'clear']
memudahkan buat yg hobi nonton bioskop tp kalau bisa biayanya per transaksi doonk jangan pertiket jadi mahal klo pesen tiket nya banyakini hanya masukan aja buat tixsemoga makin maju;['memudahkan', 'buat', 'yg', 'hobi', 'nonton', 'bioskop', 'tp', 'kalau', 'bisa', 'biayanya', 'per', 'transaksi', 'doonk', 'jangan', 'pertiket', 'jadi', 'mahal', 'klo', 'pesen', 'tiket', 'nya', 'banyakini', 'hanya', 'masukan', 'aja', 'buat', 'tixsemoga', 'makin', 'maju']
sangat membantu menghilangkan penat stress setelah bekerja seharian menonton bioskop lah obatnya yang dpt menghibur diri dan sering ya diadakan promo soal nya daerah kota kalsel banjarmasin lumayan mahal weekday k weekend k admin;['sangat', 'membantu', 'menghilangkan', 'penat', 'stress', 'setelah', 'bekerja', 'seharian', 'menonton', 'bioskop', 'lah', 'obatnya', 'yang', 'dpt', 'menghibur', 'diri', 'dan', 'sering', 'ya', 'diadakan', 'promo', 'soal', 'nya', 'daerah', 'kota', 'kalsel', 'banjarmasin', 'lumayan', 'mahal', 'weekday', 'k', 'weekend', 'k', 'admin']
bagus banget beli tiket jadi lebih mudah sama promo nya itu loh yg gak bakal dapet di aplikasi lain kalo bisa mohon agar bisa bekerjasama dengan ovo atau gopay selain itu jg semoga bisa menjual makanan yg ada di bioskop jg;['bagus', 'banget', 'beli', 'tiket', 'jadi', 'lebih', 'mudah', 'sama', 'promo', 'nya', 'itu', 'loh', 'yg', 'gak', 'bakal', 'dapet', 'di', 'aplikasi', 'lain', 'kalo', 'bisa', 'mohon', 'agar', 'bisa', 'bekerjasama', 'dengan', 'ovo', 'atau', 'gopay', 'selain', 'itu', 'jg', 'semoga', 'bisa', 'menjual', 'makanan', 'yg', 'ada', 'di', 'bioskop', 'jg']
cukup bagus biasanya ada promo potongan untuk tiket ke namun beberapa menit yg lalu saya coba beli tiket dan transaksi berhasil tapi ada notifikasi kalau tiket di refund sampai kali saya beli tetep refund pembelian yg ketiga saya coba beli lagi dan memberi penilaian terhadap dana untuk merekomendasikan kepada teman dan akhirnya tiket yg saya beli berhasil endak di refund lagi;['cukup', 'bagus', 'biasanya', 'ada', 'promo', 'potongan', 'untuk', 'tiket', 'ke', 'namun', 'beberapa', 'menit', 'yg', 'lalu', 'saya', 'coba', 'beli', 'tiket', 'dan', 'transaksi', 'berhasil', 'tapi', 'ada', 'notifikasi', 'kalau', 'tiket', 'di', 'refund', 'sampai', 'kali', 'saya', 'beli', 'tetep', 'refund', 'pembelian', 'yg', 'ketiga', 'saya', 'coba', 'beli', 'lagi', 'dan', 'memberi', 'penilaian', 'terhadap', 'dana', 'untuk', 'merekomendasikan', 'kepada', 'teman', 'dan', 'akhirnya', 'tiket', 'yg', 'saya', 'beli', 'berhasil', 'endak', 'di', 'refund', 'lagi']
kacau ni tixidkatay promo min beli tapi malah ga dapatpadahal beliy jg baru beberapa menit promo dmulaiudh kecewa dgn yg dlu malah dtambah kecewa dgn yg sekarang;['kacau', 'ni', 'tixidkatay', 'promo', 'min', 'beli', 'tapi', 'malah', 'ga', 'dapatpadahal', 'beliy', 'jg', 'baru', 'beberapa', 'menit', 'promo', 'dmulaiudh', 'kecewa', 'dgn', 'yg', 'dlu', 'malah', 'dtambah', 'kecewa', 'dgn', 'yg', 'sekarang']
terima kasih tix id karena memudahkan kita untuk keperluan menonton film wehehe praktis banget setelah sampai tinggal scan barcode;['terima', 'kasih', 'tix', 'id', 'karena', 'memudahkan', 'kita', 'untuk', 'keperluan', 'menonton', 'film', 'wehehe', 'praktis', 'banget', 'setelah', 'sampai', 'tinggal', 'scan', 'barcode']
sangat baik sekali sejak menggunakan aplikasi ini sya tdk perlu mengantri utk mmbeli tiket bisa booking jauh hari dan selalu update juga kalau ada film terbaru;['sangat', 'baik', 'sekali', 'sejak', 'menggunakan', 'aplikasi', 'ini', 'sya', 'tdk', 'perlu', 'mengantri', 'utk', 'mmbeli', 'tiket', 'bisa', 'booking', 'jauh', 'hari', 'dan', 'selalu', 'update', 'juga', 'kalau', 'ada', 'film', 'terbaru']
bagua aplikasinya jadi mudah dan ga antri buat nonton top up pun ga dibatesin kaya aplikasi sebelah banyak promo juga silahkan pake kode promo saya buat dpt bonus cxmgfe;['bagua', 'aplikasinya', 'jadi', 'mudah', 'dan', 'ga', 'antri', 'buat', 'nonton', 'top', 'up', 'pun', 'ga', 'dibatesin', 'kaya', 'aplikasi', 'sebelah', 'banyak', 'promo', 'juga', 'silahkan', 'pake', 'kode', 'promo', 'saya', 'buat', 'dpt', 'bonus', 'cxmgfe']
mau beli tiket yg jam tayangnya d tambah gak bisaaplikasi sebelah update penambahan studiomemang yg promo kdg banyak mslhnyaekspektasi tinggi dgn app inirealita sangat tdk sesuai dgn harapan;['mau', 'beli', 'tiket', 'yg', 'jam', 'tayangnya', 'd', 'tambah', 'gak', 'bisaaplikasi', 'sebelah', 'update', 'penambahan', 'studiomemang', 'yg', 'promo', 'kdg', 'banyak', 'mslhnyaekspektasi', 'tinggi', 'dgn', 'app', 'inirealita', 'sangat', 'tdk', 'sesuai', 'dgn', 'harapan']
padahal sudah diperbaruhi ko saat mau masuk applikasinya disuruh perbaruhi lagi haduhh ko jadi gini ya tix id tolong perbaiki lagi sudah diperbaruhi minta perbaruhi lagi ya auto udhan lah;['padahal', 'sudah', 'diperbaruhi', 'ko', 'saat', 'mau', 'masuk', 'applikasinya', 'disuruh', 'perbaruhi', 'lagi', 'haduhh', 'ko', 'jadi', 'gini', 'ya', 'tix', 'id', 'tolong', 'perbaiki', 'lagi', 'sudah', 'diperbaruhi', 'minta', 'perbaruhi', 'lagi', 'ya', 'auto', 'udhan', 'lah']
kenapa skrg gak bisa pilih kursi malah loading terus ini udh lama udh sebulanan kayak gini jadinya beli tiket bioskop langsung ke mbak mbaknya _ udh coba uninstall sam update masih gitu juga tolong diperbaiki;['kenapa', 'skrg', 'gak', 'bisa', 'pilih', 'kursi', 'malah', 'loading', 'terus', 'ini', 'udh', 'lama', 'udh', 'sebulanan', 'kayak', 'gini', 'jadinya', 'beli', 'tiket', 'bioskop', 'langsung', 'ke', 'mbak', 'mbaknya', 'udh', 'coba', 'uninstall', 'sam', 'update', 'masih', 'gitu', 'juga', 'tolong', 'diperbaiki']
aplikasi setiaku buat nnton bioskop selain bs pilih kursi sendiri dan dapat harga termurah drpd capek antre berdiri di bioskop bwt beli tiket apalagi pas film nya baru keluar tayang pokok the best deh tix id;['aplikasi', 'setiaku', 'buat', 'nnton', 'bioskop', 'selain', 'bs', 'pilih', 'kursi', 'sendiri', 'dan', 'dapat', 'harga', 'termurah', 'drpd', 'capek', 'antre', 'berdiri', 'di', 'bioskop', 'bwt', 'beli', 'tiket', 'apalagi', 'pas', 'film', 'nya', 'baru', 'keluar', 'tayang', 'pokok', 'the', 'best', 'deh', 'tix', 'id']
lebih praktis mudah cepat dan nyaman bisa milih tempat duduk bisa milih jam yg sesuai ga perlu antri tinggal top up pesan tiket nnton deh thxyu tixid sering di adakan promo ya;['lebih', 'praktis', 'mudah', 'cepat', 'dan', 'nyaman', 'bisa', 'milih', 'tempat', 'duduk', 'bisa', 'milih', 'jam', 'yg', 'sesuai', 'ga', 'perlu', 'antri', 'tinggal', 'top', 'up', 'pesan', 'tiket', 'nnton', 'deh', 'thxyu', 'tixid', 'sering', 'di', 'adakan', 'promo', 'ya']
alhamdulillah si sekarang mau nntn film kesukaan gak perlu jauh harus k bioskopnya dlu pake aplikasi ini semua terbantu aplgi film unggulan omg sangat ngebantu;['alhamdulillah', 'si', 'sekarang', 'mau', 'nntn', 'film', 'kesukaan', 'gak', 'perlu', 'jauh', 'harus', 'k', 'bioskopnya', 'dlu', 'pake', 'aplikasi', 'ini', 'semua', 'terbantu', 'aplgi', 'film', 'unggulan', 'omg', 'sangat', 'ngebantu']
suka pake tix id cepet dapet info film terbaru yang bagus gampang pesen tiketnya banyak promonya sukkak;['suka', 'pake', 'tix', 'id', 'cepet', 'dapet', 'info', 'film', 'terbaru', 'yang', 'bagus', 'gampang', 'pesen', 'tiketnya', 'banyak', 'promonya', 'sukkak']
tix menjadi solusi saat film film box office yang diperkirakan ramai penonton masuk ke indonesia gak perlu kuatir lagih bakal kehabisan tiket di seat favorit gak perlu antri panjang dan paling apresiatif krn skrg melayani pembelian tiket utk xxi dan cgv next semoga bioskop flixx join di tix;['tix', 'menjadi', 'solusi', 'saat', 'film', 'film', 'box', 'office', 'yang', 'diperkirakan', 'ramai', 'penonton', 'masuk', 'ke', 'indonesia', 'gak', 'perlu', 'kuatir', 'lagih', 'bakal', 'kehabisan', 'tiket', 'di', 'seat', 'favorit', 'gak', 'perlu', 'antri', 'panjang', 'dan', 'paling', 'apresiatif', 'krn', 'skrg', 'melayani', 'pembelian', 'tiket', 'utk', 'xxi', 'dan', 'cgv', 'next', 'semoga', 'bioskop', 'flixx', 'join', 'di', 'tix']
tadi saya pesan tiket forzen di atrium senen pas saya sudah dapet tiket saya gak bisa masuk ke studio kata petugas yang ngecek tiket di tix id nya sedang bermasalah dan nanti saldo yang saya bayar kan akan di refund ke akun dana saya karena saya tadi pake dana bayarnya alhasil saya gabisa masuk ke studio dan tadi saya di telpon dari nomor yang tidak dikenal ngakunya dari pihak tix id katanya memang akan di kembalikan saldo nya tapi sampai sekarang belum di kembalikan saldo saya;['tadi', 'saya', 'pesan', 'tiket', 'forzen', 'di', 'atrium', 'senen', 'pas', 'saya', 'sudah', 'dapet', 'tiket', 'saya', 'gak', 'bisa', 'masuk', 'ke', 'studio', 'kata', 'petugas', 'yang', 'ngecek', 'tiket', 'di', 'tix', 'id', 'nya', 'sedang', 'bermasalah', 'dan', 'nanti', 'saldo', 'yang', 'saya', 'bayar', 'kan', 'akan', 'di', 'refund', 'ke', 'akun', 'dana', 'saya', 'karena', 'saya', 'tadi', 'pake', 'dana', 'bayarnya', 'alhasil', 'saya', 'gabisa', 'masuk', 'ke', 'studio', 'dan', 'tadi', 'saya', 'di', 'telpon', 'dari', 'nomor', 'yang', 'tidak', 'dikenal', 'ngakunya', 'dari', 'pihak', 'tix', 'id', 'katanya', 'memang', 'akan', 'di', 'kembalikan', 'saldo', 'nya', 'tapi', 'sampai', 'sekarang', 'belum', 'di', 'kembalikan', 'saldo', 'saya']
lumayan beli tiket yg lagi laris manis gak harus kehabisan ato duduk paling depan hehe tp biaya admin nya gak pake dong;['lumayan', 'beli', 'tiket', 'yg', 'lagi', 'laris', 'manis', 'gak', 'harus', 'kehabisan', 'ato', 'duduk', 'paling', 'depan', 'hehe', 'tp', 'biaya', 'admin', 'nya', 'gak', 'pake', 'dong']
sekarang promonya bohongan baru mulai bisa beli jam dan pas bayar ga ada promonya itu pun belinya jam kalo emang ga kasi promo ga usa tulis promo kecewa;['sekarang', 'promonya', 'bohongan', 'baru', 'mulai', 'bisa', 'beli', 'jam', 'dan', 'pas', 'bayar', 'ga', 'ada', 'promonya', 'itu', 'pun', 'belinya', 'jam', 'kalo', 'emang', 'ga', 'kasi', 'promo', 'ga', 'usa', 'tulis', 'promo', 'kecewa']
sangat memudahkan pokoknya asal punya ebanking pasti mudah top up nya sampai di bioskop tinggal tit scan code qr terus klik print ticket dilayar selesai deh gak perlu ngantre lama lama maklum orang indonesia asli jadi malas antre wkwkwk;['sangat', 'memudahkan', 'pokoknya', 'asal', 'punya', 'ebanking', 'pasti', 'mudah', 'top', 'up', 'nya', 'sampai', 'di', 'bioskop', 'tinggal', 'tit', 'scan', 'code', 'qr', 'terus', 'klik', 'print', 'ticket', 'dilayar', 'selesai', 'deh', 'gak', 'perlu', 'ngantre', 'lama', 'lama', 'maklum', 'orang', 'indonesia', 'asli', 'jadi', 'malas', 'antre', 'wkwkwk']
sangat memalukan aplikasinyaudah dibayar terpotong tiket gak munculbisa bikin aplikasi call center gak bisa dihubungiaampe pulsa abissemoga kalian dapat balasnnyaamien ya allah;['sangat', 'memalukan', 'aplikasinyaudah', 'dibayar', 'terpotong', 'tiket', 'gak', 'munculbisa', 'bikin', 'aplikasi', 'call', 'center', 'gak', 'bisa', 'dihubungiaampe', 'pulsa', 'abissemoga', 'kalian', 'dapat', 'balasnnyaamien', 'ya', 'allah']
bagus aplikasinya jadi gak usah ngantri kalo mau beli tiket jadi gampang juga kalo mau beli tiket terus kita bisa pilih jadwal sesuka hati dan bisa bandingin harga tiketnya;['bagus', 'aplikasinya', 'jadi', 'gak', 'usah', 'ngantri', 'kalo', 'mau', 'beli', 'tiket', 'jadi', 'gampang', 'juga', 'kalo', 'mau', 'beli', 'tiket', 'terus', 'kita', 'bisa', 'pilih', 'jadwal', 'sesuka', 'hati', 'dan', 'bisa', 'bandingin', 'harga', 'tiketnya']
baru pertama kali coba sih stlh sekian lama gk k bioskop krn ank blm msh kecil blm bs d ajak nonton d bioskop akhirnya stlh thn penantian bs nonton jg frozen ii kacian yah hiks btw aplikasi sangat helpfull bnaget gk pake ribet n antri panjang cm kurang promo aja coba klo bs sering promo discount buy get pasti mantap jiwa atau nonton free snacks drink dr pihak bioskop nya seneng banget mamak utk promo yg d daerah khususnya jgn d jkt doang kt d lampung nih thx u tixid;['baru', 'pertama', 'kali', 'coba', 'sih', 'stlh', 'sekian', 'lama', 'gk', 'k', 'bioskop', 'krn', 'ank', 'blm', 'msh', 'kecil', 'blm', 'bs', 'd', 'ajak', 'nonton', 'd', 'bioskop', 'akhirnya', 'stlh', 'thn', 'penantian', 'bs', 'nonton', 'jg', 'frozen', 'ii', 'kacian', 'yah', 'hiks', 'btw', 'aplikasi', 'sangat', 'helpfull', 'bnaget', 'gk', 'pake', 'ribet', 'n', 'antri', 'panjang', 'cm', 'kurang', 'promo', 'aja', 'coba', 'klo', 'bs', 'sering', 'promo', 'discount', 'buy', 'get', 'pasti', 'mantap', 'jiwa', 'atau', 'nonton', 'free', 'snacks', 'drink', 'dr', 'pihak', 'bioskop', 'nya', 'seneng', 'banget', 'mamak', 'utk', 'promo', 'yg', 'd', 'daerah', 'khususnya', 'jgn', 'd', 'jkt', 'doang', 'kt', 'd', 'lampung', 'nih', 'thx', 'u', 'tixid']
tolong di update lagi dongnomor yg hilang tpi masih nyangkut di aplikasi tix dan ada saldonyakan gk bisa dipakesediakan fitur ganti nomor ponselpayah aplikasi bagus tapi kayak gini;['tolong', 'di', 'update', 'lagi', 'dongnomor', 'yg', 'hilang', 'tpi', 'masih', 'nyangkut', 'di', 'aplikasi', 'tix', 'dan', 'ada', 'saldonyakan', 'gk', 'bisa', 'dipakesediakan', 'fitur', 'ganti', 'nomor', 'ponselpayah', 'aplikasi', 'bagus', 'tapi', 'kayak', 'gini']
keren nih aplikasi nya beli tiket tanpa antri bisa milih kursi favorit pembayaran cepat dan mudah thanks tixid semoga makin lanjay yaa;['keren', 'nih', 'aplikasi', 'nya', 'beli', 'tiket', 'tanpa', 'antri', 'bisa', 'milih', 'kursi', 'favorit', 'pembayaran', 'cepat', 'dan', 'mudah', 'thanks', 'tixid', 'semoga', 'makin', 'lanjay', 'yaa']
beli tiket ngga pake antri dpt beli kapan saja sehingga dpt pilih no tempat duduk tau film yg sedang tayang pokoknya tix id top;['beli', 'tiket', 'ngga', 'pake', 'antri', 'dpt', 'beli', 'kapan', 'saja', 'sehingga', 'dpt', 'pilih', 'no', 'tempat', 'duduk', 'tau', 'film', 'yg', 'sedang', 'tayang', 'pokoknya', 'tix', 'id', 'top']
aplikasinya mantap ga perlu repot antri panjang kalo pass ada film yg bagus tapii saya kasih karna saya merasa biaya layanan terlalu mahal biaya layanan dikenakan pertiket bukan per order coba bayangkan kalau saya pesan tiket x biaya layanan sama dengan tiket;['aplikasinya', 'mantap', 'ga', 'perlu', 'repot', 'antri', 'panjang', 'kalo', 'pass', 'ada', 'film', 'yg', 'bagus', 'tapii', 'saya', 'kasih', 'karna', 'saya', 'merasa', 'biaya', 'layanan', 'terlalu', 'mahal', 'biaya', 'layanan', 'dikenakan', 'pertiket', 'bukan', 'per', 'order', 'coba', 'bayangkan', 'kalau', 'saya', 'pesan', 'tiket', 'x', 'biaya', 'layanan', 'sama', 'dengan', 'tiket']
sangat memudahkan untuk kami yg domisili agak jauh dari bioskoptinggal klik dan berangkat dengan nyaman tanpa mikir antri dll;['sangat', 'memudahkan', 'untuk', 'kami', 'yg', 'domisili', 'agak', 'jauh', 'dari', 'bioskoptinggal', 'klik', 'dan', 'berangkat', 'dengan', 'nyaman', 'tanpa', 'mikir', 'antri', 'dll']
udah top up dana udah melakukan pembayaran dan berhasil tapi konfirmasi sms ga ada di daftar transaksi pun ga ada saya cek di bioskop tanggal dan jam yang sama dua kursi yang sudah saya pesen dan bayar masih available gimana sih ini aplikasi ga banget respon komplainnya pun lama banget ga rekomended banget edit sudah dikembalikan dananya;['udah', 'top', 'up', 'dana', 'udah', 'melakukan', 'pembayaran', 'dan', 'berhasil', 'tapi', 'konfirmasi', 'sms', 'ga', 'ada', 'di', 'daftar', 'transaksi', 'pun', 'ga', 'ada', 'saya', 'cek', 'di', 'bioskop', 'tanggal', 'dan', 'jam', 'yang', 'sama', 'dua', 'kursi', 'yang', 'sudah', 'saya', 'pesen', 'dan', 'bayar', 'masih', 'available', 'gimana', 'sih', 'ini', 'aplikasi', 'ga', 'banget', 'respon', 'komplainnya', 'pun', 'lama', 'banget', 'ga', 'rekomended', 'banget', 'edit', 'sudah', 'dikembalikan', 'dananya']
mempermudah saya disaat tidak ada waktu buat antri beli ticket dengan adanya aplikasi ini tinggal duduk manis pilih film dan tempat duduk sesuka kita thank tixid perbanyak promo;['mempermudah', 'saya', 'disaat', 'tidak', 'ada', 'waktu', 'buat', 'antri', 'beli', 'ticket', 'dengan', 'adanya', 'aplikasi', 'ini', 'tinggal', 'duduk', 'manis', 'pilih', 'film', 'dan', 'tempat', 'duduk', 'sesuka', 'kita', 'thank', 'tixid', 'perbanyak', 'promo']
baru pertama kali pakai alhamdulillah bisa beli tiket nonton dengan mudah tdk pakai antri lebih cepat dan hemat terimakasih tix id;['baru', 'pertama', 'kali', 'pakai', 'alhamdulillah', 'bisa', 'beli', 'tiket', 'nonton', 'dengan', 'mudah', 'tdk', 'pakai', 'antri', 'lebih', 'cepat', 'dan', 'hemat', 'terimakasih', 'tix', 'id']
saya kasih bintang karna simple gak ribet gak harus antri dan banyak promonya semoga kedepannya ditambah banyak lagi promonya sukses terus buat tix id;['saya', 'kasih', 'bintang', 'karna', 'simple', 'gak', 'ribet', 'gak', 'harus', 'antri', 'dan', 'banyak', 'promonya', 'semoga', 'kedepannya', 'ditambah', 'banyak', 'lagi', 'promonya', 'sukses', 'terus', 'buat', 'tix', 'id']
selalu bikin happy kantong ku tidak kering tidak antri tidak bikin capek tidak berebutan cukup dengan duduk santai sambil ngopi cantik tinggal klik pesen jadi dwh tiketsangat bermanfaat sangat berguna karna saya hobby nonton bahkan hampir semua keluarga hobby nonton moga terus banyak promoooooonya yadan paling seru update film nya itu loh paling cepet di tix id sajagimana coba gak bikin happy kita gk capek antri lohhhh bikin hati senang tiap ada film baru tak pernah lagi antri;['selalu', 'bikin', 'happy', 'kantong', 'ku', 'tidak', 'kering', 'tidak', 'antri', 'tidak', 'bikin', 'capek', 'tidak', 'berebutan', 'cukup', 'dengan', 'duduk', 'santai', 'sambil', 'ngopi', 'cantik', 'tinggal', 'klik', 'pesen', 'jadi', 'dwh', 'tiketsangat', 'bermanfaat', 'sangat', 'berguna', 'karna', 'saya', 'hobby', 'nonton', 'bahkan', 'hampir', 'semua', 'keluarga', 'hobby', 'nonton', 'moga', 'terus', 'banyak', 'promooonya', 'yadan', 'paling', 'seru', 'update', 'film', 'nya', 'itu', 'loh', 'paling', 'cepet', 'di', 'tix', 'id', 'sajagimana', 'coba', 'gak', 'bikin', 'happy', 'kita', 'gk', 'capek', 'antri', 'lohhh', 'bikin', 'hati', 'senang', 'tiap', 'ada', 'film', 'baru', 'tak', 'pernah', 'lagi', 'antri']
tixid sangat membantu dalam menyediakan hiburan tanah air maupun luar negeri kemudahan bertransaksi dengan banyak metode pembayaran serta banyak diskon tiap minggunya semoga kedepannya dapat meningkatkan kualitas aplikasi dan pelayanan terhadap customer;['tixid', 'sangat', 'membantu', 'dalam', 'menyediakan', 'hiburan', 'tanah', 'air', 'maupun', 'luar', 'negeri', 'kemudahan', 'bertransaksi', 'dengan', 'banyak', 'metode', 'pembayaran', 'serta', 'banyak', 'diskon', 'tiap', 'minggunya', 'semoga', 'kedepannya', 'dapat', 'meningkatkan', 'kualitas', 'aplikasi', 'dan', 'pelayanan', 'terhadap', 'customer']
